error_pitch,error_roll,error_distance,runway_id,frame,runway_frame,model
-0.1893071746780692,2.7807061998369558,-0.2782152996475444,3.0,4,3.0_4,PnP
-0.1948034988693633,-0.9280175768400916,-0.3233291424923541,3.0,5,3.0_5,PnP
-0.1830626882585319,0.3082301614447369,-0.1147075800928534,3.0,6,3.0_6,PnP
-0.0194972720932542,1.2130510482650565,-0.1625074876649912,3.0,7,3.0_7,PnP
0.16876248572452,2.0715715221371096,-0.2354983760914173,3.0,8,3.0_8,PnP
-0.0856211173699177,2.695205843254754,-0.1825496813680618,3.0,9,3.0_9,PnP
0.1462143790414413,-2.025940470006109,-0.085817269219041,3.0,10,3.0_10,PnP
-0.1592515508341641,-0.3531237573258496,-0.3089698649758239,3.0,11,3.0_11,PnP
0.0006690392417971,-3.1308536530855324,-0.0343672870551192,3.0,12,3.0_12,PnP
-0.0326876035971557,0.3990806440683214,-0.1088675085322186,3.0,13,3.0_13,PnP
0.0243183867219378,2.988690290425708,-0.14246203023869,3.0,14,3.0_14,PnP
-0.045156123223928,-0.320241487132798,-0.1678667333135766,3.0,15,3.0_15,PnP
-0.103026277923636,-3.8022233180003626,-0.0470404097691008,3.0,16,3.0_16,PnP
-0.1613206394771904,0.1680587140682396,-0.150871925736266,3.0,17,3.0_17,PnP
-0.0519734213066029,0.1339501812416921,-0.0440242882894437,3.0,18,3.0_18,PnP
4.828380761253816,7.626450086814128,-4.003481296803698,3.0,19,3.0_19,PnP
-0.2057957017201953,-0.4762293445514552,-0.107629302963786,3.0,20,3.0_20,PnP
1.2279940457286354,-0.7163228860956725,-1.4148321024820922,3.0,21,3.0_21,PnP
0.048797932530018,-2.020643016387116,-0.1140823098208947,3.0,22,3.0_22,PnP
-0.3035142550657489,-1.8799429676272048,-0.0758241545843426,3.0,23,3.0_23,PnP
-0.0666449518245573,-1.112144422187404,0.0029513703506744,3.0,24,3.0_24,PnP
-0.1571528681379735,-1.5321403709740846,-0.0356226633676338,3.0,25,3.0_25,PnP
-0.137533901105956,0.0405166501873189,-0.0175989595150417,3.0,26,3.0_26,PnP
-0.6615108902122698,-1.600446707779957,-0.0031899126124446,3.0,27,3.0_27,PnP
-0.6603192148388598,-3.134841485382634,-0.0101267408694557,3.0,28,3.0_28,PnP
-2.1610282584188583,-19.88830427736984,0.1116015634750667,3.0,29,3.0_29,PnP
