error_pitch,error_roll,error_distance,runway_id,frame,runway_frame,model
1.4529876708984375,11.559653282165527,2.287709951400757,1.0,26,1.0_26,Model 1
1.5595550537109375,10.98913860321045,2.351828098297119,1.0,27,1.0_27,Model 1
2.2913970947265625,11.112128257751465,2.879953145980835,1.0,28,1.0_28,Model 1
2.4912338256835938,10.582225799560549,2.8814468383789062,1.0,29,1.0_29,Model 1
0.8180313110351562,6.3572282791137695,0.1354796886444091,2.0,1,2.0_1,Model 1
0.8161544799804688,6.50058126449585,0.1670308113098144,2.0,2,2.0_2,Model 1
0.81805419921875,6.363757610321045,0.1955258846282959,2.0,3,2.0_3,Model 1
0.8277130126953125,6.149119377136231,0.2203342914581298,2.0,4,2.0_4,Model 1
0.8373184204101562,6.063460350036621,0.3877320289611816,2.0,5,2.0_5,Model 1
0.845611572265625,5.878118991851807,0.4311792850494385,2.0,6,2.0_6,Model 1
0.882965087890625,4.813723564147949,0.561556339263916,2.0,7,2.0_7,Model 1
0.82965087890625,6.593055725097656,0.6045889854431152,2.0,8,2.0_8,Model 1
0.8350982666015625,6.7096781730651855,0.7399282455444336,2.0,9,2.0_9,Model 1
0.8367691040039062,6.157737255096436,0.8322563171386719,2.0,10,2.0_10,Model 1
0.8358917236328125,6.791670799255371,0.8662093877792358,2.0,11,2.0_11,Model 1
0.8460311889648438,7.088808536529541,1.0557854175567627,2.0,12,2.0_12,Model 1
0.8501815795898438,7.144395351409912,1.186827540397644,2.0,13,2.0_13,Model 1
0.84832763671875,7.114279270172119,1.206685185432434,2.0,14,2.0_14,Model 1
0.8771286010742188,4.927340507507324,1.4397661685943604,2.0,15,2.0_15,Model 1
0.8683395385742188,7.531920433044434,1.5424742698669434,2.0,16,2.0_16,Model 1
0.8852615356445312,7.942460536956787,1.605387806892395,2.0,17,2.0_17,Model 1
0.8972625732421875,8.178767204284668,1.714066743850708,2.0,18,2.0_18,Model 1
0.8837509155273438,7.814624309539795,1.7516357898712158,2.0,19,2.0_19,Model 1
0.9024276733398438,8.213242530822754,1.8472793102264404,2.0,20,2.0_20,Model 1
0.9193038940429688,8.601587295532227,1.9125043153762815,2.0,21,2.0_21,Model 1
1.0071258544921875,0.7533596754074097,2.291489601135254,2.0,22,2.0_22,Model 1
0.915069580078125,8.491717338562012,2.0143911838531494,2.0,23,2.0_23,Model 1
0.885894775390625,5.011666774749756,2.1685478687286377,2.0,24,2.0_24,Model 1
0.83111572265625,6.662244319915772,2.077695369720459,2.0,25,2.0_25,Model 1
0.9884414672851562,10.021340370178224,2.1944897174835205,2.0,26,2.0_26,Model 1
1.0287704467773438,10.758953094482422,2.31174373626709,2.0,27,2.0_27,Model 1
1.562957763671875,12.550963401794434,2.534440279006958,2.0,28,2.0_28,Model 1
2.522651672363281,11.919297218322754,3.066112279891968,2.0,29,2.0_29,Model 1
0.8216781616210938,6.387416362762451,0.1345338821411132,3.0,1,3.0_1,Model 1
0.8353958129882812,6.115084171295166,0.1943027973175048,3.0,2,3.0_2,Model 1
0.8366775512695312,6.079020977020264,0.2163813114166259,3.0,3,3.0_3,Model 1
0.8340682983398438,6.323056697845459,0.2099535465240478,3.0,4,3.0_4,Model 1
0.8368606567382812,6.111883163452148,0.3830807209014892,3.0,5,3.0_5,Model 1
0.8338241577148438,6.577396392822266,0.3861238956451416,3.0,6,3.0_6,Model 1
0.8346023559570312,6.652486324310303,0.4525270462036133,3.0,7,3.0_7,Model 1
0.8350372314453125,6.656012058258057,0.6024813652038574,3.0,8,3.0_8,Model 1
0.838775634765625,6.954912185668945,0.7283549308776855,3.0,9,3.0_9,Model 1
0.8540420532226562,7.2852606773376465,0.782301664352417,3.0,10,3.0_10,Model 1
0.8572463989257812,7.354403972625732,0.8514837026596069,3.0,11,3.0_11,Model 1
0.8453292846679688,7.07191801071167,1.0560672283172607,3.0,12,3.0_12,Model 1
0.8546142578125,7.240390300750732,1.1856759786605835,3.0,13,3.0_13,Model 1
0.8745651245117188,7.714506149291992,1.1979225873947144,3.0,14,3.0_14,Model 1
0.8746566772460938,7.71834659576416,1.3277857303619385,3.0,15,3.0_15,Model 1
0.8840560913085938,7.899276256561279,1.536750316619873,3.0,16,3.0_16,Model 1
0.8543472290039062,5.308433532714844,1.6858168840408323,3.0,17,3.0_17,Model 1
0.8710861206054688,5.0235772132873535,1.813683271408081,3.0,18,3.0_18,Model 1
0.8823013305664062,4.705367565155029,1.8641393184661863,3.0,19,3.0_19,Model 1
0.8620376586914062,5.1848859786987305,1.932112455368042,3.0,20,3.0_20,Model 1
0.8628692626953125,5.155900955200195,2.0013442039489746,3.0,21,3.0_21,Model 1
0.8604278564453125,5.204146385192871,2.050309419631958,3.0,22,3.0_22,Model 1
0.8400039672851562,5.529503345489502,2.065416097640991,3.0,23,3.0_23,Model 1
0.83160400390625,5.774974346160889,2.107426643371582,3.0,24,3.0_24,Model 1
1.0005722045898438,0.8895987868309021,2.401843309402466,3.0,25,3.0_25,Model 1
1.1289138793945312,8.61172866821289,2.1598925590515137,3.0,26,3.0_26,Model 1
1.1657333374023438,9.64189624786377,2.254613161087036,3.0,27,3.0_27,Model 1
1.1617355346679688,9.05757999420166,2.4454147815704346,3.0,28,3.0_28,Model 1
1.9677810668945312,12.172175407409668,2.6770622730255127,3.0,29,3.0_29,Model 1
0.0497894287109375,1.993003249168396,0.7893366813659668,1.0,1,1.0_1,Model 2
0.0465774536132812,1.871537208557129,0.9888105392456056,1.0,2,1.0_2,Model 2
0.0463027954101562,1.867630958557129,1.0282044410705566,1.0,3,1.0_3,Model 2
0.102264404296875,1.427412033081055,1.214207649230957,1.0,4,1.0_4,Model 2
0.0427932739257812,1.8016730546951292,1.347419261932373,1.0,5,1.0_5,Model 2
-0.0752944946289062,2.271559476852417,1.4804078340530396,1.0,6,1.0_6,Model 2
0.0148696899414062,1.879629611968994,1.573270320892334,1.0,7,1.0_7,Model 2
-0.0152511596679687,1.9232372045516968,1.6919593811035156,1.0,8,1.0_8,Model 2
0.0594329833984375,1.5281624794006348,1.7422500848770142,1.0,9,1.0_9,Model 2
-0.0101165771484375,1.8833166360855105,1.7350016832351685,1.0,10,1.0_10,Model 2
-0.0650558471679687,2.125410318374634,1.78061044216156,1.0,11,1.0_11,Model 2
0.0022125244140625,1.743593692779541,1.9232919216156008,1.0,12,1.0_12,Model 2
-0.01409912109375,1.6778188943862915,2.2285265922546387,1.0,13,1.0_13,Model 2
-0.01214599609375,1.6313972473144531,2.2720537185668945,1.0,14,1.0_14,Model 2
0.0181961059570312,0.7314987182617188,2.552525997161865,1.0,15,1.0_15,Model 2
-0.003021240234375,0.3185521364212036,2.6175122261047363,1.0,16,1.0_16,Model 2
-0.0092544555664062,0.8032448291778564,2.678148031234741,1.0,17,1.0_17,Model 2
-0.0248870849609375,0.5584673881530762,2.765213251113892,1.0,18,1.0_18,Model 2
-0.1547698974609375,0.5819348096847534,2.748152494430542,1.0,19,1.0_19,Model 2
-0.189483642578125,-0.1803538799285888,2.756233692169189,1.0,20,1.0_20,Model 2
-0.2009811401367187,0.4627255797386169,2.783909797668457,1.0,21,1.0_21,Model 2
-0.08135986328125,-1.4504034519195557,2.870197057723999,1.0,22,1.0_22,Model 2
-0.03125,-0.8008585572242737,2.8314828872680664,1.0,23,1.0_23,Model 2
-0.4370346069335937,-1.6867026090621948,3.2423524856567383,1.0,24,1.0_24,Model 2
0.6061325073242188,-1.6272441148757937,3.374211072921753,1.0,25,1.0_25,Model 2
0.66552734375,-1.659034013748169,3.383286714553833,1.0,26,1.0_26,Model 2
0.4530258178710937,-1.8024122714996336,3.40151047706604,1.0,27,1.0_27,Model 2
2.793769836425781,-3.597590923309326,3.765841484069824,1.0,28,1.0_28,Model 2
2.680503845214844,-2.954733371734619,3.287304401397705,1.0,29,1.0_29,Model 2
0.1472396850585937,1.848337292671204,0.6384508609771729,2.0,1,2.0_1,Model 2
0.1452560424804687,2.0593721866607666,0.6635987758636475,2.0,2,2.0_2,Model 2
0.15118408203125,1.8888717889785769,0.695030689239502,2.0,3,2.0_3,Model 2
0.13726806640625,1.694954514503479,0.7229535579681396,2.0,4,2.0_4,Model 2
0.1455535888671875,1.4221023321151731,0.9017229080200196,2.0,5,2.0_5,Model 2
0.1687088012695312,1.114459991455078,0.9394927024841307,2.0,6,2.0_6,Model 2
0.3638229370117187,0.3267396688461303,0.876218318939209,2.0,7,2.0_7,Model 2
0.0157012939453125,1.8735836744308472,1.1569011211395264,2.0,8,2.0_8,Model 2
0.0637283325195312,1.8889857530593872,1.3087706565856934,2.0,9,2.0_9,Model 2
0.1576385498046875,1.2618017196655271,1.393979549407959,2.0,10,2.0_10,Model 2
0.067474365234375,1.8604717254638672,1.4477864503860474,2.0,11,2.0_11,Model 2
0.0360870361328125,1.986493825912476,1.644819736480713,2.0,12,2.0_12,Model 2
0.0695724487304687,1.7096272706985474,1.7927333116531372,2.0,13,2.0_13,Model 2
0.0717315673828125,1.6900124549865725,1.8139022588729856,2.0,14,2.0_14,Model 2
0.0489730834960937,-0.8532388806343079,1.9693844318389893,2.0,15,2.0_15,Model 2
0.0893936157226562,1.2482725381851196,2.1752278804779053,2.0,16,2.0_16,Model 2
0.058624267578125,1.4726399183273315,2.2381467819213867,2.0,17,2.0_17,Model 2
0.0547637939453125,1.398066163063049,2.3537395000457764,2.0,18,2.0_18,Model 2
0.0756149291992187,0.8136228322982788,2.3929364681243896,2.0,19,2.0_19,Model 2
0.0602340698242187,0.8219304084777832,2.492460250854492,2.0,20,2.0_20,Model 2
0.0488967895507812,0.7935457825660706,2.562546730041504,2.0,21,2.0_21,Model 2
0.2059097290039062,-3.87204384803772,2.1444544792175293,2.0,22,2.0_22,Model 2
0.0273666381835937,0.5344358086585999,2.665732145309448,2.0,23,2.0_23,Model 2
0.236907958984375,-1.1091285943984983,2.5492160320281982,2.0,24,2.0_24,Model 2
0.0316619873046875,0.4562110900878906,2.6993446350097656,2.0,25,2.0_25,Model 2
-0.1366119384765625,-0.2476652264595031,2.841897487640381,2.0,26,2.0_26,Model 2
-0.3475189208984375,-0.6084389090538025,2.9355404376983643,2.0,27,2.0_27,Model 2
-0.4863433837890625,-2.225820541381836,3.158120393753052,2.0,28,2.0_28,Model 2
2.8819808959960938,-2.8971176147460938,3.599682092666626,2.0,29,2.0_29,Model 2
0.0531845092773437,2.0983498096466064,0.6768667697906494,3.0,1,3.0_1,Model 2
0.0878448486328125,1.65056049823761,0.7525832653045654,3.0,2,3.0_2,Model 2
0.0896453857421875,1.6306517124176023,0.7731051445007324,3.0,3,3.0_3,Model 2
0.0602645874023437,1.8651223182678225,0.776775598526001,3.0,4,3.0_4,Model 2
0.0795822143554687,1.7288702726364136,0.9270851612091064,3.0,5,3.0_5,Model 2
0.0042495727539062,2.064452886581421,0.9516382217407228,3.0,6,3.0_6,Model 2
0.0119552612304687,1.996032238006592,1.0249958038330078,3.0,7,3.0_7,Model 2
0.0098800659179687,2.013091564178467,1.1744663715362549,3.0,8,3.0_8,Model 2
-0.0178375244140625,2.027268409729004,1.315040111541748,3.0,9,3.0_9,Model 2
-0.0655593872070312,2.2037289142608643,1.3650550842285156,3.0,10,3.0_10,Model 2
-0.0513381958007812,2.113258123397827,1.4406746625900269,3.0,11,3.0_11,Model 2
0.0557022094726562,1.5520669221878052,1.6712841987609863,3.0,12,3.0_12,Model 2
0.042022705078125,1.5562593936920166,1.8023070096969604,3.0,13,3.0_13,Model 2
-0.0912933349609375,2.2041730880737305,1.7863510847091677,3.0,14,3.0_14,Model 2
-0.089019775390625,2.16855788230896,1.919546127319336,3.0,15,3.0_15,Model 2
-0.0775527954101562,2.0767927169799805,2.1358678340911865,3.0,16,3.0_16,Model 2
-0.0149765014648437,-1.2394081354141235,2.237217903137207,3.0,17,3.0_17,Model 2
-0.0240859985351562,-1.2832815647125244,2.3454036712646484,3.0,18,3.0_18,Model 2
-0.0173416137695312,-1.2448796033859253,2.3745877742767334,3.0,19,3.0_19,Model 2
-0.0162200927734375,-1.2400476932525637,2.474698305130005,3.0,20,3.0_20,Model 2
-0.0199203491210937,-1.2624388933181765,2.544678211212158,3.0,21,3.0_21,Model 2
-0.02728271484375,-1.2926980257034302,2.594669342041016,3.0,22,3.0_22,Model 2
-0.0276412963867187,-1.2969096899032593,2.640205144882202,3.0,23,3.0_23,Model 2
-0.0313339233398437,-1.3094356060028076,2.6996102333068848,3.0,24,3.0_24,Model 2
0.163818359375,-3.5957586765289307,2.352342128753662,3.0,25,3.0_25,Model 2
-0.3174667358398437,0.6183465719223022,2.8451101779937744,3.0,26,3.0_26,Model 2
-0.2537918090820312,-1.3547148704528809,2.9376814365386963,3.0,27,3.0_27,Model 2
-0.1962432861328125,-0.9276199340820312,3.1417458057403564,3.0,28,3.0_28,Model 2
1.5267562866210938,-1.4830633401870728,3.635728120803833,3.0,29,3.0_29,Model 2
0.103057861328125,6.574442386627197,0.0880932807922363,1.0,1,1.0_1,Model 3
0.0730438232421875,6.522608280181885,0.2954652309417724,1.0,2,1.0_2,Model 3
0.07830810546875,6.546556949615479,0.3286037445068359,1.0,3,1.0_3,Model 3
0.0737533569335937,6.543757915496826,0.4966628551483154,1.0,4,1.0_4,Model 3
0.0949630737304687,6.721105098724365,0.609961986541748,1.0,5,1.0_5,Model 3
0.1286773681640625,6.966686725616455,0.7230116128921509,1.0,6,1.0_6,Model 3
0.203277587890625,7.145105838775635,0.74649977684021,1.0,7,1.0_7,Model 3
0.136016845703125,7.044168949127197,0.9015703201293944,1.0,8,1.0_8,Model 3
0.1494140625,7.055025577545166,0.927066683769226,1.0,9,1.0_9,Model 3
0.13836669921875,7.0647077560424805,0.9382168054580688,1.0,10,1.0_10,Model 3
0.189239501953125,7.275393009185791,0.9512444734573364,1.0,11,1.0_11,Model 3
0.1786117553710937,7.268778324127197,1.0759377479553225,1.0,12,1.0_12,Model 3
0.3308868408203125,7.774842739105225,1.2775160074234009,1.0,13,1.0_13,Model 3
0.3399810791015625,7.819076061248779,1.3119856119155884,1.0,14,1.0_14,Model 3
0.3955001831054687,8.029037475585938,1.5380970239639282,1.0,15,1.0_15,Model 3
0.339447021484375,7.936572551727295,1.6243762969970703,1.0,16,1.0_16,Model 3
0.4509124755859375,8.188411712646484,1.6396217346191406,1.0,17,1.0_17,Model 3
0.6513824462890625,8.733304023742676,1.630798578262329,1.0,18,1.0_18,Model 3
0.6003265380859375,8.688300132751465,1.6329472064971924,1.0,19,1.0_19,Model 3
0.5318450927734375,8.538060188293457,1.6871246099472046,1.0,20,1.0_20,Model 3
0.617340087890625,8.764325141906738,1.6678427457809448,1.0,21,1.0_21,Model 3
0.7743606567382812,8.91491413116455,1.751985788345337,1.0,22,1.0_22,Model 3
0.6496124267578125,8.341719627380371,1.945455551147461,1.0,23,1.0_23,Model 3
1.6895675659179688,11.60631275177002,1.7434837818145752,1.0,24,1.0_24,Model 3
1.9442825317382808,11.74049949645996,1.811875343322754,1.0,25,1.0_25,Model 3
1.9741973876953125,11.72093105316162,1.8247287273406985,1.0,26,1.0_26,Model 3
1.9300384521484373,11.599081993103027,1.868175983428955,1.0,27,1.0_27,Model 3
4.819236755371094,11.982773780822754,2.2753140926361084,1.0,28,1.0_28,Model 3
6.8421630859375,10.517109870910645,2.478188991546631,1.0,29,1.0_29,Model 3
0.109466552734375,6.357109069824219,0.0132019519805908,2.0,1,2.0_1,Model 3
0.136260986328125,6.474467754364014,0.0287284851074218,2.0,2,2.0_2,Model 3
0.122833251953125,6.402188777923584,0.0633406639099121,2.0,3,2.0_3,Model 3
0.114044189453125,6.374714374542236,0.0819933414459228,2.0,4,2.0_4,Model 3
0.099334716796875,6.308080673217773,0.2588608264923095,2.0,5,2.0_5,Model 3
0.0649490356445312,6.149070739746094,0.3217091560363769,2.0,6,2.0_6,Model 3
0.1903839111328125,6.495635986328125,0.3090987205505371,2.0,7,2.0_7,Model 3
0.1348495483398437,6.576728343963623,0.4561188220977783,2.0,8,2.0_8,Model 3
0.151336669921875,6.686877727508545,0.5767202377319336,2.0,9,2.0_9,Model 3
0.0958938598632812,6.3883466720581055,0.7015385627746582,2.0,10,2.0_10,Model 3
0.1602630615234375,6.751861095428467,0.6942819356918335,2.0,11,2.0_11,Model 3
0.210662841796875,7.013970375061035,0.8397789001464844,2.0,12,2.0_12,Model 3
0.2282943725585937,7.097957134246826,0.953121304512024,2.0,13,2.0_13,Model 3
0.2129974365234375,7.044703960418701,0.9852451086044312,2.0,14,2.0_14,Model 3
0.066375732421875,6.258279323577881,1.290988206863403,2.0,15,2.0_15,Model 3
0.233489990234375,7.285175323486328,1.2895724773406982,2.0,16,2.0_16,Model 3
0.265777587890625,7.43919038772583,1.3299590349197388,2.0,17,2.0_17,Model 3
0.348785400390625,7.690471172332764,1.3899486064910889,2.0,18,2.0_18,Model 3
0.302978515625,7.536397457122803,1.45255446434021,2.0,19,2.0_19,Model 3
0.3746414184570312,7.7864203453063965,1.5064911842346191,2.0,20,2.0_20,Model 3
0.4289398193359375,7.979636669158935,1.5418111085891724,2.0,21,2.0_21,Model 3
0.0740509033203125,6.285377025604248,1.8245820999145508,2.0,22,2.0_22,Model 3
0.4366912841796875,8.0111665725708,1.6477954387664795,2.0,23,2.0_23,Model 3
0.26434326171875,7.28307580947876,1.9267632961273196,2.0,24,2.0_24,Model 3
0.4174957275390625,7.8329644203186035,1.7624902725219729,2.0,25,2.0_25,Model 3
0.7448272705078125,8.885050773620605,1.6867220401763916,2.0,26,2.0_26,Model 3
0.9541702270507812,9.633868217468262,1.675983428955078,2.0,27,2.0_27,Model 3
1.5513916015625,11.443734169006348,1.680273175239563,2.0,28,2.0_28,Model 3
5.745285034179688,10.561259269714355,2.543062925338745,2.0,29,2.0_29,Model 3
0.1181182861328125,6.55888557434082,-0.0145914554595947,3.0,1,3.0_1,Model 3
0.0933914184570312,6.484943866729736,0.0463025569915771,3.0,2,3.0_2,Model 3
0.0792236328125,6.431828022003174,0.0773439407348632,3.0,3,3.0_3,Model 3
0.1125564575195312,6.606547832489014,0.0542752742767334,3.0,4,3.0_4,Model 3
0.1193923950195312,6.638319492340088,0.2081921100616455,3.0,5,3.0_5,Model 3
0.14276123046875,6.804932594299316,0.2046008110046386,3.0,6,3.0_6,Model 3
0.1396865844726562,6.8191819190979,0.2721517086029053,3.0,7,3.0_7,Model 3
0.152557373046875,6.851995944976807,0.4135453701019287,3.0,8,3.0_8,Model 3
0.1724624633789062,7.057724475860596,0.519728422164917,3.0,9,3.0_9,Model 3
0.2334213256835937,7.295157432556152,0.5267090797424316,3.0,10,3.0_10,Model 3
0.2277908325195312,7.301026344299316,0.5970877408981323,3.0,11,3.0_11,Model 3
0.1540756225585937,7.051209926605225,0.8572554588317871,3.0,12,3.0_12,Model 3
0.2210540771484375,7.320119380950928,0.9306412935256958,3.0,13,3.0_13,Model 3
0.3265228271484375,7.627828598022461,0.8799556493759155,3.0,14,3.0_14,Model 3
0.3255081176757812,7.649755477905273,1.0104634761810305,3.0,15,3.0_15,Model 3
0.374603271484375,7.7962117195129395,1.1932933330535889,3.0,16,3.0_16,Model 3
0.065338134765625,6.593343257904053,1.523687481880188,3.0,17,3.0_17,Model 3
0.02447509765625,6.433614253997803,1.6658201217651367,3.0,18,3.0_18,Model 3
-0.0152511596679687,6.269797325134277,1.725402593612671,3.0,19,3.0_19,Model 3
0.0324935913085937,6.491726398468018,1.785891056060791,3.0,20,3.0_20,Model 3
0.04705810546875,6.542747974395752,1.845914483070373,3.0,21,3.0_21,Model 3
0.0563583374023437,6.615196704864502,1.8825817108154297,3.0,22,3.0_22,Model 3
0.1248321533203125,6.912842273712158,1.869734048843384,3.0,23,3.0_23,Model 3
0.1385040283203125,6.983713626861572,1.9152319431304927,3.0,24,3.0_24,Model 3
0.1541595458984375,6.694153308868408,1.8534998893737795,3.0,25,3.0_25,Model 3
0.929168701171875,9.18753719329834,1.6730737686157229,3.0,26,3.0_26,Model 3
0.8407211303710938,9.309662818908691,1.7792561054229736,3.0,27,3.0_27,Model 3
0.7510299682617188,9.106637001037598,2.0303492546081543,3.0,28,3.0_28,Model 3
2.497543334960937,11.543902397155762,2.1213619709014893,3.0,29,3.0_29,Model 3
0.4557218729147314,2.3097746745159204,-0.2172389261852134,1.0,1,1.0_1,PnP
0.1260099600375682,2.82954700938062,-0.1781045866160269,1.0,2,1.0_2,PnP
-0.1801641780006726,-4.317938445389728,0.0172826695146326,1.0,3,1.0_3,PnP
-0.2370746915028206,1.902647677785863,-0.1294665235809453,1.0,4,1.0_4,PnP
0.236248506957818,-3.1936486562577757,-0.1816214263388886,1.0,5,1.0_5,PnP
-0.1943621115233734,1.1024166911801834,-0.0626557266726219,1.0,6,1.0_6,PnP
-0.0938560522756729,-0.6671306487268258,-0.1760528390852074,1.0,7,1.0_7,PnP
-0.0705314408138956,0.5164458833651939,-0.1978031980691523,1.0,8,1.0_8,PnP
-0.3542459562458462,1.3674403445051482,-0.0603822237115849,1.0,9,1.0_9,PnP
-0.0233514234720571,-1.2905362018266893,-0.2096369274302101,1.0,10,1.0_10,PnP
0.311447385918139,-2.300676143459459,-0.2478143799531522,1.0,11,1.0_11,PnP
0.5894469699257976,3.1246177173937504,-0.9011823931653252,1.0,12,1.0_12,PnP
-0.1378685245907874,2.0269072185492445,-0.1529014143218201,1.0,13,1.0_13,PnP
-0.0760825510723937,-1.392486723072647,-0.0813752984474003,1.0,14,1.0_14,PnP
-0.1973640943841912,0.6424508814489002,-0.1780332128263504,1.0,15,1.0_15,PnP
0.2456284873325012,2.5619867540136703,-0.0525679392044526,1.0,16,1.0_16,PnP
-0.2533666358347612,0.8296930126413106,-0.038768865306113,1.0,17,1.0_17,PnP
-0.2017399826959226,-0.0840491621670374,-0.152005781599425,1.0,18,1.0_18,PnP
-0.2044436998629397,-2.402349432776094,-0.0589873413617944,1.0,19,1.0_19,PnP
0.8355147447827759,3.989990824931031,-1.1534688512457545,1.0,20,1.0_20,PnP
-0.1869505374341401,0.5776993137268019,-0.2951322700238967,1.0,21,1.0_21,PnP
-0.3984482702524907,-4.778766943235413,-0.0146889247206298,1.0,22,1.0_22,PnP
-0.3488418916271332,1.941078736497397,-0.0065353288620205,1.0,23,1.0_23,PnP
-0.3651071856441228,1.1292831453305532,0.0186676729502002,1.0,24,1.0_24,PnP
-0.2622407392789436,-0.5314781646817737,-0.0085216757371227,1.0,25,1.0_25,PnP
-0.8010755764855254,-2.129408033874671,-0.006531450348244,1.0,26,1.0_26,PnP
-0.4527202800385546,1.803637438160133,-0.0012519434834247,1.0,27,1.0_27,PnP
-0.2890996207714335,-0.1601176865199544,-0.0042413514996198,1.0,28,1.0_28,PnP
-0.4818569163505315,2.4019028365836106,-0.0075417288329112,1.0,29,1.0_29,PnP
0.2937666182594502,-0.3163295721117145,-0.6499842741613033,2.0,1,2.0_1,PnP
0.2659811318494693,0.5929077584574514,-0.8262732499062557,2.0,2,2.0_2,PnP
0.1752730930692765,1.4493984399088529,-0.5980079892513563,2.0,3,2.0_3,PnP
-0.3373097352444491,3.1158694716247743,-0.4278042915986995,2.0,4,2.0_4,PnP
3.140000149022277,0.1941899687109322,-3.983673613613444,2.0,5,2.0_5,PnP
-0.128848253704518,-0.400749253390981,-0.1984524922033168,2.0,6,2.0_6,PnP
0.0517068799721546,0.6315045358637368,-0.2604632300599019,2.0,7,2.0_7,PnP
0.8464534271799361,5.036084103816945,-1.2569514222818496,2.0,8,2.0_8,PnP
-0.3457681449865648,-2.363122369411109,-0.1470629813058024,2.0,9,2.0_9,PnP
-0.4691579009674252,-3.880085323703756,-0.3610271276283439,2.0,10,2.0_10,PnP
0.4907430113607317,-2.1684119530256853,-0.3023169521656406,2.0,11,2.0_11,PnP
-0.0416503511474172,-0.6120318092887326,-0.2192491641941858,2.0,12,2.0_12,PnP
0.0704978099300704,2.4686867683418265,-0.3829014936763211,2.0,13,2.0_13,PnP
0.0872782024503786,-0.4381743967331529,-0.1437031013233609,2.0,14,2.0_14,PnP
0.2535870760218673,4.53698164286498,-0.744219236130442,2.0,15,2.0_15,PnP
-0.1421284051017625,-1.1780715240525177,-0.156796341795246,2.0,16,2.0_16,PnP
0.2190724393087021,-0.2530569954337123,-0.2455105356038536,2.0,17,2.0_17,PnP
0.1173575780757491,2.3754941929463325,-0.0964710827218042,2.0,18,2.0_18,PnP
-0.1530717104365517,-0.5217606247774434,-0.0867632214841533,2.0,19,2.0_19,PnP
-0.0052973758273595,0.0154163435782279,-0.1175729598089436,2.0,20,2.0_20,PnP
-0.155575256811508,-0.9069868671958192,-0.0643867003890348,2.0,21,2.0_21,PnP
0.0475632495906489,1.61933737434614,-0.0442095969356074,2.0,22,2.0_22,PnP
-0.013485396387391,1.1311813324411315,-0.058536691756554,2.0,23,2.0_23,PnP
0.0460190965652847,0.0087534685457205,-0.1022647430739606,2.0,24,2.0_24,PnP
0.0292265427505155,1.0728469373141136,-0.0187596947090746,2.0,25,2.0_25,PnP
0.0495450564595826,4.370007738900851,-0.0482582641108655,2.0,26,2.0_26,PnP
0.2948665669231587,-4.742763188692593,-0.0526047574030306,2.0,27,2.0_27,PnP
-0.2661446059913029,-0.8908333590801712,-0.0146050388601831,2.0,28,2.0_28,PnP
-0.1095585869668257,-1.5120013894091708,-0.0107776649938652,2.0,29,2.0_29,PnP
-0.2285686098096169,1.4940592499616727,-0.2173185579167627,3.0,1,3.0_1,PnP
0.3483122455520482,-2.119574681629397,-0.6344043816757878,3.0,2,3.0_2,PnP
0.3426657066138543,1.7396595023938728,-0.5434588402052358,3.0,3,3.0_3,PnP
