Pitch Error,Roll Error,Distance Error,runway_id
0.8262710571289062,6.430696964263916,0.03185129165649414,1.0
0.8204345703125,6.551805019378662,0.055530548095703125,1.0
0.8256683349609375,6.629912853240967,0.18178582191467285,1.0
0.8273544311523438,6.517024517059326,0.22793054580688477,1.0
0.82861328125,6.5610575675964355,0.41513752937316895,1.0
0.82879638671875,6.586678981781006,0.45400476455688477,1.0
0.8352279663085938,6.38886022567749,0.6278390884399414,1.0
0.8349380493164062,6.736643314361572,0.7578563690185547,1.0
0.8458099365234375,7.24199914932251,0.8994866609573364,1.0
0.8429031372070312,6.988707542419434,0.9800853729248047,1.0
0.8545303344726562,7.323998928070068,1.0904340744018555,1.0
0.8489990234375,7.139622211456299,1.1258465051651,1.0
0.855560302734375,7.3482747077941895,1.1300517320632935,1.0
0.8643112182617188,7.533365726470947,1.1880604028701782,1.0
0.8671798706054688,7.577126502990723,1.3084430694580078,1.0
0.89715576171875,8.192177772521973,1.6032179594039917,1.0
0.8994522094726562,8.243194580078125,1.642666220664978,1.0
0.9201507568359375,8.627388000488281,1.9019118547439575,1.0
0.9286346435546875,8.866889953613281,1.9570605754852295,1.0
0.9082260131835938,8.291492462158203,2.0215015411376953,1.0
0.9347152709960938,8.780901908874512,2.090657949447632,1.0
0.9802703857421875,9.9603910446167,2.101367712020874,1.0
0.9700393676757812,9.71623420715332,2.1210641860961914,1.0
0.9859085083007812,10.047211647033691,2.144280433654785,1.0
0.8706588745117188,7.236153602600098,2.1961348056793213,1.0
1.0369491577148438,5.845287322998047,2.3729519844055176,1.0
1.4750518798828125,12.903014183044434,2.57344388961792,1.0
1.4449996948242188,11.5655517578125,2.2925615310668945,1.0
1.4529876708984375,11.559653282165527,2.287709951400757,1.0
1.5595550537109375,10.98913860321045,2.351828098297119,1.0
2.2913970947265625,11.112128257751465,2.879953145980835,1.0
2.4912338256835938,10.582225799560547,2.8814468383789062,1.0
0.8342208862304688,5.979730129241943,0.05256819725036621,2.0
0.8180313110351562,6.3572282791137695,0.13547968864440918,2.0
0.8161544799804688,6.50058126449585,0.16703081130981445,2.0
0.81805419921875,6.363757610321045,0.1955258846282959,2.0
0.8277130126953125,6.1491193771362305,0.22033429145812988,2.0
0.8373184204101562,6.063460350036621,0.38773202896118164,2.0
0.845611572265625,5.878118991851807,0.4311792850494385,2.0
0.882965087890625,4.813723564147949,0.561556339263916,2.0
0.82965087890625,6.593055725097656,0.6045889854431152,2.0
0.8350982666015625,6.7096781730651855,0.7399282455444336,2.0
0.8367691040039062,6.1577372550964355,0.8322563171386719,2.0
0.8358917236328125,6.791670799255371,0.8662093877792358,2.0
0.8460311889648438,7.088808536529541,1.0557854175567627,2.0
0.8501815795898438,7.144395351409912,1.186827540397644,2.0
0.84832763671875,7.114279270172119,1.206685185432434,2.0
0.8771286010742188,4.927340507507324,1.4397661685943604,2.0
0.8683395385742188,7.531920433044434,1.5424742698669434,2.0
0.8852615356445312,7.942460536956787,1.605387806892395,2.0
0.8972625732421875,8.178767204284668,1.714066743850708,2.0
0.8837509155273438,7.814624309539795,1.7516357898712158,2.0
0.9024276733398438,8.213242530822754,1.8472793102264404,2.0
0.9193038940429688,8.601587295532227,1.9125043153762817,2.0
1.0071258544921875,0.7533596754074097,2.291489601135254,2.0
0.915069580078125,8.491717338562012,2.0143911838531494,2.0
0.885894775390625,5.011666774749756,2.1685478687286377,2.0
0.83111572265625,6.6622443199157715,2.077695369720459,2.0
0.9884414672851562,10.021340370178223,2.1944897174835205,2.0
1.0287704467773438,10.758953094482422,2.31174373626709,2.0
1.562957763671875,12.550963401794434,2.534440279006958,2.0
2.5226516723632812,11.919297218322754,3.0661122798919678,2.0
0.8251266479492188,6.343453407287598,0.027738332748413086,3.0
0.8216781616210938,6.387416362762451,0.13453388214111328,3.0
0.8353958129882812,6.115084171295166,0.19430279731750488,3.0
0.8366775512695312,6.079020977020264,0.21638131141662598,3.0
0.8340682983398438,6.323056697845459,0.20995354652404785,3.0
0.8368606567382812,6.111883163452148,0.38308072090148926,3.0
0.8338241577148438,6.577396392822266,0.3861238956451416,3.0
0.8346023559570312,6.652486324310303,0.4525270462036133,3.0
0.8350372314453125,6.656012058258057,0.6024813652038574,3.0
0.838775634765625,6.954912185668945,0.7283549308776855,3.0
0.8540420532226562,7.2852606773376465,0.782301664352417,3.0
0.8572463989257812,7.354403972625732,0.8514837026596069,3.0
0.8453292846679688,7.07191801071167,1.0560672283172607,3.0
0.8546142578125,7.240390300750732,1.1856759786605835,3.0
0.8745651245117188,7.714506149291992,1.1979225873947144,3.0
0.8746566772460938,7.71834659576416,1.3277857303619385,3.0
0.8840560913085938,7.899276256561279,1.536750316619873,3.0
0.8543472290039062,5.308433532714844,1.6858168840408325,3.0
0.8710861206054688,5.0235772132873535,1.813683271408081,3.0
0.8823013305664062,4.705367565155029,1.8641393184661865,3.0
0.8620376586914062,5.1848859786987305,1.932112455368042,3.0
0.8628692626953125,5.155900955200195,2.0013442039489746,3.0
0.8604278564453125,5.204146385192871,2.050309419631958,3.0
0.8400039672851562,5.529503345489502,2.065416097640991,3.0
0.83160400390625,5.774974346160889,2.107426643371582,3.0
1.0005722045898438,0.8895987868309021,2.401843309402466,3.0
1.1289138793945312,8.61172866821289,2.1598925590515137,3.0
1.1657333374023438,9.64189624786377,2.254613161087036,3.0
1.1617355346679688,9.05757999420166,2.4454147815704346,3.0
1.9677810668945312,12.172175407409668,2.6770622730255127,3.0
