Pitch Error,Roll Error,Distance Error,runway_id
0.07263678402976782,0.731137645670758,-0.23970682607448968,1.0
-0.4287260132734845,3.7598155769296198,-0.2825066865315531,1.0
169.65796256022952,7.690677026052725,-4.870554118039624,1.0
-0.3833130581880419,-0.3146757848034581,0.1586972352282756,1.0
0.45572187291473143,2.3097746745159204,-0.21723892618521345,1.0
0.1260099600375682,2.8295470093806196,-0.1781045866160269,1.0
-0.1801641780006726,-4.317938445389728,0.017282669514632643,1.0
-0.23707469150282068,1.902647677785863,-0.12946652358094535,1.0
0.23624850695781804,-3.1936486562577753,-0.18162142633888867,1.0
-0.1943621115233734,1.1024166911801834,-0.06265572667262198,1.0
-0.0938560522756729,-0.6671306487268258,-0.1760528390852074,1.0
-0.07053144081389563,0.5164458833651939,-0.19780319806915236,1.0
-0.3542459562458462,1.3674403445051482,-0.06038222371158497,1.0
-0.023351423472057188,-1.2905362018266893,-0.20963692743021012,1.0
0.31144738591813903,-2.300676143459459,-0.24781437995315225,1.0
0.5894469699257976,3.1246177173937504,-0.9011823931653251,1.0
-0.13786852459078747,2.0269072185492445,-0.15290141432182014,1.0
-0.07608255107239378,-1.392486723072647,-0.08137529844740032,1.0
-0.19736409438419125,0.6424508814489002,-0.17803321282635043,1.0
0.24562848733250128,2.5619867540136703,-0.052567939204452685,1.0
-0.25336663583476127,0.8296930126413106,-0.03876886530611301,1.0
-0.2017399826959226,-0.08404916216703749,-0.15200578159942502,1.0
-0.20444369986293975,-2.402349432776094,-0.0589873413617944,1.0
0.8355147447827759,3.989990824931031,-1.1534688512457543,1.0
-0.1869505374341401,0.5776993137268019,-0.29513227002389675,1.0
-0.3984482702524907,-4.778766943235413,-0.014688924720629881,1.0
-0.34884189162713325,1.941078736497397,-0.006535328862020573,1.0
-0.36510718564412287,1.1292831453305532,0.01866767295020022,1.0
-0.2622407392789436,-0.5314781646817737,-0.008521675737122758,1.0
-0.8010755764855254,-2.129408033874671,-0.006531450348244067,1.0
-0.4527202800385546,1.803637438160133,-0.00125194348342475,1.0
-0.2890996207714335,-0.1601176865199544,-0.00424135149961985,1.0
-0.4818569163505315,2.4019028365836106,-0.007541728832911279,1.0
1.9212346034306242,-0.1425650593246689,-2.530549470134591,2.0
0.37154749738707443,0.07608552179507538,-0.56674774824149,2.0
0.2937666182594502,-0.3163295721117145,-0.6499842741613033,2.0
0.2659811318494693,0.5929077584574514,-0.8262732499062557,2.0
0.1752730930692765,1.4493984399088529,-0.5980079892513563,2.0
-0.3373097352444491,3.1158694716247743,-0.4278042915986995,2.0
3.140000149022277,0.1941899687109322,-3.983673613613444,2.0
