execution_time_mean,runway_id,model_id
0.004461590449015299,1,1
0.0006206353505452474,2,1
0.0009047190348307291,3,1
0.0010237375895182292,1,2
0.0009033838907877604,2,2
0.00035576025644938153,3,2
0.0006122827529907226,1,3
0.00039116541544596356,2,3
0.00037772655487060546,3,3
